title,company,experience,salary,locations,description,industry,department,employment_type,skills,scraped_at
Principle Cricket Analyst,Lifease Solutions,2 - 5 years,Not Disclosed,['Faridabad'],"We are looking for a Cricket Analyst who is passionate about the game and can analyze cricket matches, player performances, and team strategies using data-driven insights.\nKey Responsibilities. Use data analytics tools to assess team and player strengths, weaknesses, and patterns.\nGenerate detailed reports and insights for our media platforms. Stay updated with the latest cricket news, trends, and rule changes.\nCollaborate with content teams to produce engaging cricket-related reports, blogs, and social media posts.\nAnalyze cricket matches, player performances, and team strategies using statistical tools and software.\nProvide pre-match, live, and post-match analysis, offering data-driven insights.\nFetch and interpret live match stats to identify key trends and turning points.\nBring out interesting and intuitive stats and present them with engaging visual effects.\nUtilize data analytics to identify trends, strengths, and weaknesses of teams and players.\nUse visualization tools like Tableau and Power BI to create compelling data presentations.\nPrepare detailed reports and presentations on match strategies, predictions, and performance reviews.\nUtilize various analysis tools such as CricViz, Hawk-Eye, ESPN Stats, and SAP Sports One.\nMaintain a high level of cricket knowledge, understanding player form, tactics, and game conditions.\nCollaborate with coaches, commentators, and media personnel to deliver expert insights.\nFetch and manage sports video clips or match footage from OTT platforms, broadcast feeds, and other sources for in-depth analysis.\nAbout CompanyAt Lifease Solutions LLP, we believe that design and technology are the perfect blend to solve any problem and bring any idea to life. Lifease Solutions is a leading provider of software solutions and services that help businesses succeed. Based in Noida, India, we are committed to delivering high-quality, innovative solutions that drive value and growth for our customers. Our expertise in the finance, sports, and capital market domains has made us a trusted partner for companies around the globe. We take pride in our ability to turn small projects into big successes, and we are always looking for ways to help our clients maximize their IT investments",Industry Type: IT Services & Consulting,Department: Data Science & Analytics,"Employment Type: Full Time, Permanent","['data analytics', 'power bi', 'capital market', 'tableau', 'finance', 'financial analysis', 'data analysis', 'equity research', 'bi', 'predictive analytics', 'business analysis', 'business analytics', 'business intelligence', 'qlikview', 'sql', 'vba', 'data visualization', 'financial planning']",2025-07-01 05:09:11
Principle Cricket Analyst,Lifease Solutions,2 - 5 years,Not Disclosed,['New Delhi'],"We are looking for a Cricket Analyst who is passionate about the game and can analyze cricket matches, player performances, and team strategies using data-driven insights.\nKey Responsibilities. Use data analytics tools to assess team and player strengths, weaknesses, and patterns.\nGenerate detailed reports and insights for our media platforms. Stay updated with the latest cricket news, trends, and rule changes.\nCollaborate with content teams to produce engaging cricket-related reports, blogs, and social media posts.\nAnalyze cricket matches, player performances, and team strategies using statistical tools and software.\nProvide pre-match, live, and post-match analysis, offering data-driven insights.\nFetch and interpret live match stats to identify key trends and turning points.\nBring out interesting and intuitive stats and present them with engaging visual effects.\nUtilize data analytics to identify trends, strengths, and weaknesses of teams and players.\nUse visualization tools like Tableau and Power BI to create compelling data presentations.\nPrepare detailed reports and presentations on match strategies, predictions, and performance reviews.\nUtilize various analysis tools such as CricViz, Hawk-Eye, ESPN Stats, and SAP Sports One.\nMaintain a high level of cricket knowledge, understanding player form, tactics, and game conditions.\nCollaborate with coaches, commentators, and media personnel to deliver expert insights.\nFetch and manage sports video clips or match footage from OTT platforms, broadcast feeds, and other sources for in-depth analysis.\nAbout CompanyAt Lifease Solutions LLP, we believe that design and technology are the perfect blend to solve any problem and bring any idea to life. Lifease Solutions is a leading provider of software solutions and services that help businesses succeed. Based in Noida, India, we are committed to delivering high-quality, innovative solutions that drive value and growth for our customers. Our expertise in the finance, sports, and capital market domains has made us a trusted partner for companies around the globe. We take pride in our ability to turn small projects into big successes, and we are always looking for ways to help our clients maximize their IT investments",Industry Type: IT Services & Consulting,Department: Data Science & Analytics,"Employment Type: Full Time, Permanent","['data analytics', 'power bi', 'capital market', 'tableau', 'finance', 'financial analysis', 'data analysis', 'equity research', 'bi', 'predictive analytics', 'business analysis', 'business analytics', 'business intelligence', 'qlikview', 'sql', 'vba', 'data visualization', 'financial planning']",2025-07-01 05:09:14
Principle Cricket Analyst,Lifease Solutions,2 - 5 years,Not Disclosed,['Noida'],"We are looking for a Cricket Analyst who is passionate about the game and can analyze cricket matches, player performances, and team strategies using data-driven insights.\nKey Responsibilities. Use data analytics tools to assess team and player strengths, weaknesses, and patterns.\nGenerate detailed reports and insights for our media platforms. Stay updated with the latest cricket news, trends, and rule changes.\nCollaborate with content teams to produce engaging cricket-related reports, blogs, and social media posts.\nAnalyze cricket matches, player performances, and team strategies using statistical tools and software.\nProvide pre-match, live, and post-match analysis, offering data-driven insights.\nFetch and interpret live match stats to identify key trends and turning points.\nBring out interesting and intuitive stats and present them with engaging visual effects.\nUtilize data analytics to identify trends, strengths, and weaknesses of teams and players.\nUse visualization tools like Tableau and Power BI to create compelling data presentations.\nPrepare detailed reports and presentations on match strategies, predictions, and performance reviews.\nUtilize various analysis tools such as CricViz, Hawk-Eye, ESPN Stats, and SAP Sports One.\nMaintain a high level of cricket knowledge, understanding player form, tactics, and game conditions.\nCollaborate with coaches, commentators, and media personnel to deliver expert insights.\nFetch and manage sports video clips or match footage from OTT platforms, broadcast feeds, and other sources for in-depth analysis.\nAbout CompanyAt Lifease Solutions LLP, we believe that design and technology are the perfect blend to solve any problem and bring any idea to life. Lifease Solutions is a leading provider of software solutions and services that help businesses succeed. Based in Noida, India, we are committed to delivering high-quality, innovative solutions that drive value and growth for our customers. Our expertise in the finance, sports, and capital market domains has made us a trusted partner for companies around the globe. We take pride in our ability to turn small projects into big successes, and we are always looking for ways to help our clients maximize their IT investments",Industry Type: IT Services & Consulting,Department: Data Science & Analytics,"Employment Type: Full Time, Permanent","['data analytics', 'power bi', 'capital market', 'tableau', 'finance', 'financial analysis', 'data analysis', 'equity research', 'bi', 'predictive analytics', 'business analysis', 'business analytics', 'business intelligence', 'qlikview', 'sql', 'vba', 'data visualization', 'financial planning']",2025-07-01 05:09:16
Principle Cricket Analyst,Lifease Solutions,2 - 5 years,Not Disclosed,['Ghaziabad'],"We are looking for a Cricket Analyst who is passionate about the game and can analyze cricket matches, player performances, and team strategies using data-driven insights.\nKey Responsibilities. Use data analytics tools to assess team and player strengths, weaknesses, and patterns.\nGenerate detailed reports and insights for our media platforms. Stay updated with the latest cricket news, trends, and rule changes.\nCollaborate with content teams to produce engaging cricket-related reports, blogs, and social media posts.\nAnalyze cricket matches, player performances, and team strategies using statistical tools and software.\nProvide pre-match, live, and post-match analysis, offering data-driven insights.\nFetch and interpret live match stats to identify key trends and turning points.\nBring out interesting and intuitive stats and present them with engaging visual effects.\nUtilize data analytics to identify trends, strengths, and weaknesses of teams and players.\nUse visualization tools like Tableau and Power BI to create compelling data presentations.\nPrepare detailed reports and presentations on match strategies, predictions, and performance reviews.\nUtilize various analysis tools such as CricViz, Hawk-Eye, ESPN Stats, and SAP Sports One.\nMaintain a high level of cricket knowledge, understanding player form, tactics, and game conditions.\nCollaborate with coaches, commentators, and media personnel to deliver expert insights.\nFetch and manage sports video clips or match footage from OTT platforms, broadcast feeds, and other sources for in-depth analysis.\nAbout CompanyAt Lifease Solutions LLP, we believe that design and technology are the perfect blend to solve any problem and bring any idea to life. Lifease Solutions is a leading provider of software solutions and services that help businesses succeed. Based in Noida, India, we are committed to delivering high-quality, innovative solutions that drive value and growth for our customers. Our expertise in the finance, sports, and capital market domains has made us a trusted partner for companies around the globe. We take pride in our ability to turn small projects into big successes, and we are always looking for ways to help our clients maximize their IT investments",Industry Type: IT Services & Consulting,Department: Data Science & Analytics,"Employment Type: Full Time, Permanent","['data analytics', 'power bi', 'capital market', 'tableau', 'finance', 'financial analysis', 'data analysis', 'equity research', 'bi', 'predictive analytics', 'business analysis', 'business analytics', 'business intelligence', 'qlikview', 'sql', 'vba', 'data visualization', 'financial planning']",2025-07-01 05:09:19
Treasury Analyst,Financial Data Services,4 - 8 years,Not Disclosed,['Hyderabad'],"Treasury Analyst\n3+yrs\nLocation-Hyderabad\n5 days office in a week Mandatory\n\n\nKnowledge & Experience\nUp to 5 years experience in Finance\nDegree in a Business, Finance, Economics, Statistics or Engineering\nOrganized and motivated with excellent attention to detail\nStrong interpersonal skills, including ability to multi-task and operate effectively under tight deadlines\nStrong quantitative and analytical skills\nReliability, flexibility and high work ethic\nExperience with SQL or Tableau for data analysis and reporting would be advantageous\nProficient in all MS applications, high level of experience with Excel\nBasic understanding in Clearing, Derivatives, Bond Markets Commodities and FX\nStrong project management skills\nFamiliar with Financial Market Infrastructure including payments and SWIFT, collateral settlements and clearing\n\n\nIf anyone Intersted Please share your updatedresume to jyothi.p@ifinglobalgroup.com\nwith the below details\n\nCurrent Employer: Total Years of Experience: Rel exp : Current CTC: EXP CTC: Notice Period: Last working Day : (If applicable) Preferred work Location:",Industry Type: Financial Services,Department: Other,"Employment Type: Full Time, Permanent","['Treasury', 'data analysis.', 'Python', 'SQL', 'Margin Optimization', 'Treasury Operations', 'Liquidity Risk Management', 'Financial Data', 'Liquidity Management', 'Collateral Management']",2025-07-01 05:09:22
Conversion Analyst,Apptad,5 - 10 years,Not Disclosed,['Noida'],"company name=Apptad Technologies Pvt Ltd., industry=Employment Firms/Recruitment Services Firms, experience=5 to 12 , jd=\nJob Role Conversion Analyst\n\nJob Location Hyderabad, Bangalore\n\nJob Type FTE\n\nJD\n\nWe are seeking a highly skilled and experienced Contract\n\nImplementation Analyst to join our team on a contractual basis. The ideal candidate will have a strong background in financial services and a deep understanding of reconciliation processes. You will be responsible for implementing our enterprise reconciliation product, ensuring seamless integration with client systems, and providing ongoing support.\n\nKey Responsibilities:\n\n\nSolution Implementation:\nAnalyze client requirements to determine the optimal configuration of our product reconciliation.\nDesign and implement customized solutions tailored to specific client needs.\nConfigure and integrate the product with various systems and data sources.\nTest and validate the implemented solutions to ensure accuracy and performance.\n\n\nClient Onboarding:\nConduct thorough onboarding sessions with clients to understand their business processes and pain points.\nProvide comprehensive training and support to clients on product usage and best practices.\n\n\nTechnical Expertise:\nLeverage your strong technical skills to troubleshoot and resolve complex issues.\nStay up to date with the latest industry trends and technologies.\n\n\nRequired Skills and Experience:\nA bachelor’s or higher degree in Computer Science, Computer Engineering, or similar discipline.\n4+ years of experience in financial services, preferably in reconciliations space.\nDeep understanding of financial concepts, including reconciliation, matching, and exception management.\nProven expertise in implementing reconciliation solutions.\nStrong technical skills, including SQL, ETL, and data analysis.\nExperience with ISO20022 standards is a plus.\nFamiliarity with TLM, Duco, and IntelliMatch is a significant advantage.\nExcellent problem-solving and analytical skills.\nStrong communication and interpersonal skills.\nAbility to work independently and as part of a team.\nKnowledge in Cloud (AWS, Azure) Architecture\n, Title=Conversion Analyst, ref=6566203",Industry Type: Recruitment / Staffing,Department: Engineering - Software & QA,"Employment Type: Full Time, Permanent","['financial concepts', 'financial services', 'sql', 'etl', 'aws', 'data analysis', 'software testing', 'investment banking', 'microsoft azure', 'accounting', 'computer engineering', 'capital market', 'client onboarding', 'intellimatch', 'derivatives', 'tlm', 'solution implementation']",2025-07-01 05:09:24
Deputy General Manager Crash Analysis,Suzuki R&d Center,5 - 8 years,Not Disclosed,['Pune'],"Who We Are\nSRDI is a 100% subsidiary of Suzuki Motor Corporation, Japan, a leading global player in the automotive domain\nSRDI is architecting a transformative future by pioneering cutting-edge technologies to reshape a safer, more efficient, and sustainable mobility landscape\n\nAt Our Innovation Hub: Talent Meets Tomorrow's Mobility\nWe are looking for top talent like you to join our transformative journey\nWhether you are an engineer, programmer, or strategist, SRDI offers a dynamic environment that fosters personal and professional growth\nTogether, we will redefine the future of automotive technology, where innovation seamlessly meets sustainability\n\nDivision: Engineering\nDepartment: Crash Analysis\nJob Location: Pune, India\nDesignation: Deputy General Manager\nEducational Qualification: B\nTech/ M\nTech (Automobile / Mechanical / Electronics / Mechatronics) from a Tier-1institute\n\nWork Experience:\nMinimum: 13 years\nMaximum: 15 years\nMore than 5 yearsexperience working on automobile crash CAE at automotive OEM, engineering company, or software vendor\n\n(With more than 5 years of experience using FEM software (LS-DYNA/PAM-CRASH)\nJob Responsibilities:\nTo develop crash safety performance of automobiles using CAE\n\nConduct crash analysis using a vehicle FEM model, analyze the results, prepare reports, and provide feedback to model development\n\nTo evaluate crash safety performance, we will develop technologies:\n-that Suzuki currently lacks\n\n-Specific details of technological development\nWe will improve CAE models and develop new analysis methods to improve the prediction accuracy of vehicle body deformation, deceleration, damage to high-voltage components (batteries, motors, etc\n) and functional components (door latches, seats, etc\n), and occupant injury values at the time of the crash\n\nDevelopment of restraint systems (DAB, PAB, SAB, CAB)\nEstablishment of CAE result analysis method using AI\nAI learns past SMC data and outputs predicted results\nUse Generated AI to create training data for AI use (reinforce past data)\nWe will use CAE to study a highly robust vehicle body structure that does not change in deformation characteristics or deformation points in order to achieve stable performance and provide feedback to the platform\n\nTentative 3 months to 1 year of deputation/training in Suzuki Motor Corporation, Japan\nSoftware Knowledge:\nLS-DYNA or PAM-CRASH (Mandatory),\nKey Skills/Competencies:\nKnowledge of material mechanics, structural mechanics, and biomechanics\nStatistical knowledge for data analysis,\nExperience using AI and machine learning,\nJapanese conversation ability\nAmbitious and actively take on the challenge of improving your skills while valuing teamwork\n\nDevelopment experience in automotive OEM\n\nConflict Management\nDecision Making\nChange Management\nTeam Management\nStrategic Thinking\nKnowledge of Japanese Language preferred\nCross Cultural work sensitivity",Industry Type: Auto Components,Department: Data Science & Analytics,"Employment Type: Full Time, Permanent","['japanese', 'data analysis', 'software', 'dyna', 'machine learning', 'artificial intelligence', 'fem']",2025-07-01 05:09:27
Associate Staff - Trainee ( NATS),Tata AIA Life Insurance,0 - 1 years,Not Disclosed,['Bengaluru'],"1. Proficiency in MS Office (Excel, Word, PowerPoint)\n2. Good Communication Skills\n3. Participate in Departmental Job process and to develop job- specific skills.\n4. Collaborate with team members to achieve project Goals\n5. Develop understating of departmental work process and best practices\n\nCandidate Profile\n1. Good Computer Knowledge\n2. Good Communication Skill\n3. Good Presentation skill",Industry Type: Insurance,Department: Teaching & Training,"Employment Type: Full Time, Permanent","['Excel', 'Data management', 'training management', 'Data Analysis', 'Presentation skill', 'Communication Skill', 'job process management']",2025-07-01 05:09:29
Product Manager,Orkeats,0 - 6 years,10.8-14.4 Lacs P.A.,['Bengaluru'],Responsibilities:\n* Define product strategy & roadmap\n* Analyze market trends & customer needs\n* Collaborate with cross-functional teams\n* Measure success through data analysis\n* Manage product lifecycle from ideation to launch,Industry Type: E-Learning / EdTech,Department: Product Management,"Employment Type: Full Time, Permanent",['Product Management'],2025-07-01 05:09:32
Supply Chain Analyst - Mumbai,Tulip Consulting Services,10 - 15 years,Not Disclosed,['Mumbai( Powai )'],"Develop predictive models to accurately forecast product demand and perform SKU segmentation based on sales velocity, margin, and seasonality.\nMaintain high data integrity standards, ensuring accurate inputs across multiple business units and systems\n\nRequired Candidate profile\nBachelor’s or Master’s degree in Data Science, Business Analytics, or Supply Chain Management.\nAdvanced skills in Excel, SQL, and BI/visualisation tools (e.g., Power BI, Tableau)\nOversee MIS platforms",Industry Type: Retail,Department: Data Science & Analytics,"Employment Type: Full Time, Permanent","['Power Bi', 'Data Analyst', 'Supply Chain', 'MIS', 'Dashboards', 'Data Management', 'Tableau', 'Demand Forecasting', 'SQL', 'Real Time Data', 'Excel', 'Business Data Analysis', 'Systems & Reporting', 'Data Visualization', 'Reporting & Communication', 'SKU', 'Data Governance', 'Data Reporting', 'Performance Analytics']",2025-07-01 05:09:34
Executive,KP Group,0 - 3 years,Not Disclosed,['Ahmedabad'],KP Group is looking for Executive to join our dynamic team and embark on a rewarding career journey\n\nHandles operational and administrative tasks effectively\n\n\n\nCoordinates with different teams for smooth workflow\n\n\n\nManages reports and documentation\n\n\n\nSupports senior executives in business functions,Industry Type: Consumer Electronics & Appliances,"Department: Customer Success, Service & Operations","Employment Type: Full Time, Permanent",['Senior Executive'],2025-07-01 05:09:36
Revenue Manager,Quantumtcs,0 - 5 years,1.75-4 Lacs P.A.,[],"Hiring Revenue Manager | 2–4 yrs in Revenue Mgmt (Marriott exp. preferred) | Degree in Business, Finance, or Hospitality | Strong in strategy, data analysis, rate mgmt, systems, forecasting | Must lead, train, and drive results.",Industry Type: Hotels & Restaurants,Department: Sales & Business Development,"Employment Type: Full Time, Permanent","['Hotel Management', 'Revenue Management', 'Communication Written And Oral Skills', 'Revenue Analysis', 'Sales Strategy', 'Marketing Campaigns', 'Hotel Operations', 'Revenue Generation', 'Marketing Strategies', 'Hotel Marketing', 'Sales', 'Business Growth', 'Revenue', 'Revenue Planning', 'Market Research']",2025-07-01 05:09:39
Fare Analyst - Manager | Travomint.com | SNVA Group,Snva Ventures,8 - 13 years,6-16 Lacs P.A.,['Noida( Block B Sector 58 )'],".\n• Analyze and optimize airfare pricing strategies for various travel services.\n• Monitor market trends and competitor pricing to identify opportunities.\n• Conduct data analysis to forecast pricing trends and demand patterns.\n\nHR: 7669296936\n.\n\nRequired Candidate profile\n.\n• Understanding of airline fare structures, pricing rules, & inventory management\n• Experience with GDS (Amadeus)\n• Knowledge of the travel industry, particularly in online travel agencies (OTAs)\n.\n\nPerks and benefits\nOpportunity to work with 16+ Years old MNC",Industry Type: Travel & Tourism,Department: Other,"Employment Type: Full Time, Permanent","['Fare Analyst', 'Fare Managment', 'Fare manager', 'fare analysis']",2025-07-01 05:09:41
Graduate Engineer Trainee - Supply Chain Management,Greencell Mobility,0 - 1 years,Not Disclosed,['Bengaluru'],"Role & responsibilities\nSupply Chain Strategy: Develop and implement supply chain strategies that align with business objectives.\nProcurement Management: Source, negotiate, and manage supplier relationships to ensure cost-effectiveness, quality, and timely delivery.\nInventory Control: Monitor and manage inventory levels to minimize holding costs while meeting production and customer needs.\nLogistics Coordination: Oversee transportation and logistics to ensure timely and cost-effective delivery of products.\nProcess Optimization: Identify and implement process improvements to enhance supply chain efficiency and reduce waste.\nRisk Management: Identify risks within the supply chain and develop contingency plans to mitigate potential disruptions.\nData Analysis: Analyze supply chain performance metrics to drive data-informed decisions and continuous improvement.\nCompliance: Ensure all supply chain activities comply with regulatory and ethical standards.\nTeam Leadership: Lead, mentor, and develop a team of supply chain professionals to achieve departmental and organizational goals.\n\nPreferred candidate profile\n\nBachelors degree in Supply Chain Management, Business Administration, or a related field.\nStrong knowledge of supply chain processes, ERP systems, and inventory management tools.\nExcellent analytical, problem-solving, and decision-making skills.\nProficient in tools like SAP, Oracle, or other supply chain software.\nStrong communication and negotiation skills.\nAbility to work effectively in a fast-paced, dynamic environment.\n\nPerks and benefits",Industry Type: Automobile (Electric Vehicle (EV)),Department: Procurement & Supply Chain,"Employment Type: Full Time, Permanent","['Procurement', 'Strategic Purchasing', 'Electric Vehicle', 'Supply Chain Management', 'Strategic Sourcing', 'Material Procurement', 'Procurement Planning', 'Global Sourcing']",2025-07-01 05:09:43
MIS executive Cum Caller,R A Kapoor Transporters Ltd,0 - 3 years,1.8-3 Lacs P.A.,['Vadodara( Ranoli )'],"Responsibilities:\n* Prepare reports using Excel & Google Sheets\n* Monitor performance metrics\n* Coordinate with teams via email & calls\n* Communicate effectively with stakeholders\n* Call leads, prepare reports\n\n\nHealth insurance\nAccidental insurance\nAnnual bonus\nProvident fund",Industry Type: Courier / Logistics,"Department: Customer Success, Service & Operations","Employment Type: Full Time, Permanent","['Google Sheets', 'Communication Skills', 'Coordination', 'Report Preparation', 'Monitoring', 'Email', 'Excel', 'Calling', 'Hindi']",2025-07-01 05:09:45
Data Science Manager,Greencell Mobility,5 - 10 years,Not Disclosed,['New Delhi'],"Role & responsibilities\n\nWe are seeking a talented and self-motivated Data Science and Analytics Individual Contributor to join our Vehicle Technology team. This role is perfect for a highly skilled professional who excels in data science, data visualization, Python programming, and the creation of data pipelines for ETL (Extract, Transform, Load) processes. The individual in this position will play a pivotal role in shaping our data-driven decision-making processes and contributing to the success of the company.\n\n1. Data Analysis and Exploration:\nConduct thorough data analysis to uncover actionable insights and trends.\nCollaborate with cross-functional teams to define data requirements and extract relevant data.\n\n2. Data Visualization:\nCreate visually compelling and informative data visualizations using tools like Tableau, Power BI, or Python libraries (e.g., Matplotlib, Seaborn).\nDevelop interactive dashboards to present insights in an accessible and understandable manner.\n\n3. Machine Learning and Predictive Modeling:\nBuild, validate, and deploy machine learning models to solve business problems and predict\noutcomes.\nOptimize and fine-tune models for accuracy and efficiency.\n\n4. Python Programming:\nDevelop and maintain Python scripts and applications for data analysis and modeling.\nWrite clean, efficient, and well-documented code for data manipulation and analytics.\n\n5. ETL Pipeline Creation:\nDesign and implement ETL pipelines to extract, transform, and load data from various sources into data warehouses.\nEnsure data quality, consistency, and accuracy within ETL processes.\nEnforce data governance best practices to maintain data quality, security, and compliance\nwith industry regulations.\nCollaborate with IT and Data Engineering teams to optimize data storage and access.\nWork closely with cross-functional teams to understand business requirements and provide\ndata-driven solutions.\nEffectively communicate findings and insights to both technical and non-technical\nstakeholders.\n\nPreferred candidate profile\n\nProven experience in data science, data analysis, and predictive modeling.\nProficiency in Python programming, data manipulation, and relevant libraries.\nStrong experience with data visualization tools (We prefer Power BI).\nKnowledge of ETL processes and pipeline creation.\nFamiliarity with machine learning techniques and frameworks.\nStrong problem-solving skills and attention to detail.\nExcellent communication and teamwork abilities.\nExperience with SQL and database management.\nKnowledge of CANBus protocol is a plus",Industry Type: Automobile (Electric Vehicle (EV)),Department: Data Science & Analytics,"Employment Type: Full Time, Permanent","['Logistic Regression', 'Data Science', 'Etl Process', 'Data Analytics', 'Python', 'Data Transformation', 'Predictive Modeling', 'Data Extraction', 'Data Mining', 'Machine Learning', 'Advanced Analytics', 'Statistical Modeling', 'Battery Analysts']",2025-07-01 05:09:48
Data Science Manager,Greencell Mobility,5 - 10 years,Not Disclosed,['Gurugram'],"Role & responsibilities\n\nWe are seeking a talented and self-motivated Data Science and Analytics Individual Contributor to join our Vehicle Technology team. This role is perfect for a highly skilled professional who excels in data science, data visualization, Python programming, and the creation of data pipelines for ETL (Extract, Transform, Load) processes. The individual in this position will play a pivotal role in shaping our data-driven decision-making processes and contributing to the success of the company.\n\n1. Data Analysis and Exploration:\nConduct thorough data analysis to uncover actionable insights and trends.\nCollaborate with cross-functional teams to define data requirements and extract relevant data.\n\n2. Data Visualization:\nCreate visually compelling and informative data visualizations using tools like Tableau, Power BI, or Python libraries (e.g., Matplotlib, Seaborn).\nDevelop interactive dashboards to present insights in an accessible and understandable manner.\n\n3. Machine Learning and Predictive Modeling:\nBuild, validate, and deploy machine learning models to solve business problems and predict\noutcomes.\nOptimize and fine-tune models for accuracy and efficiency.\n\n4. Python Programming:\nDevelop and maintain Python scripts and applications for data analysis and modeling.\nWrite clean, efficient, and well-documented code for data manipulation and analytics.\n\n5. ETL Pipeline Creation:\nDesign and implement ETL pipelines to extract, transform, and load data from various sources into data warehouses.\nEnsure data quality, consistency, and accuracy within ETL processes.\nEnforce data governance best practices to maintain data quality, security, and compliance\nwith industry regulations.\nCollaborate with IT and Data Engineering teams to optimize data storage and access.\nWork closely with cross-functional teams to understand business requirements and provide\ndata-driven solutions.\nEffectively communicate findings and insights to both technical and non-technical\nstakeholders.\n\nPreferred candidate profile\n\nProven experience in data science, data analysis, and predictive modeling.\nProficiency in Python programming, data manipulation, and relevant libraries.\nStrong experience with data visualization tools (We prefer Power BI).\nKnowledge of ETL processes and pipeline creation.\nFamiliarity with machine learning techniques and frameworks.\nStrong problem-solving skills and attention to detail.\nExcellent communication and teamwork abilities.\nExperience with SQL and database management.\nKnowledge of CANBus protocol is a plus",Industry Type: Automobile (Electric Vehicle (EV)),Department: Data Science & Analytics,"Employment Type: Full Time, Permanent","['Logistic Regression', 'Data Science', 'Etl Process', 'Data Analytics', 'Python', 'Data Transformation', 'Predictive Modeling', 'Data Extraction', 'Data Mining', 'Machine Learning', 'Advanced Analytics', 'Statistical Modeling', 'Battery Analysts']",2025-07-01 05:09:50
"Senior Manager, Data Science",Oportun,7 - 12 years,Not Disclosed,[],"We are growing our world-class team of mission-driven, entrepreneurial Data Scientists who are passionate about broadening financial inclusion by untapping insights from non-traditional data. Be part of the team responsible for developing and enhancing Oportuns core intellectual property used in scoring risk for underbanked consumers that lack a traditional credit bureau score. In this role you will be on the cutting edge working with large and diverse (i.e. data from dozens of sources including transactional, mobile, utility, and other financial services) alternative data sets and utilize machine learning and statistical modeling to build scores and strategies for managing risk, collection/loss mitigation, take-up rates and fraud. You will also drive growth and optimize marketing spend across channels by leveraging alternative data to help predict which consumers would likely be interested in Oportuns affordable, credit building loan product.\n\nRESPONSIBILITIES:\nDevelop data products and machine learning models used in Risk, Fraud, Collections, and portfolio management, and provide frictionless customer experience for various products and services Oportun provides.\nBuild accurate and automated monitoring tools which can help us to keep a close eye on the performance of the models and rules.\nBuild model deployment platform which can shorten the time of implementing new models.\nBuild end-to-end reusable pipelines from data acquisition to model output delivery.\nLead initiatives to drive business value from start to finish including project planning,\ncommunication, and stakeholder management.\nLead discussions with Compliance, Bank Partners, and Model Risk Management teams to\nfacilitate the Model Governance Activities such as Model Validations and Monitoring.\nLead, coach and partner with the DS and non-DS team to deliver results\nQUALIFICATIONS:\nA relentless problem solver and out of the box thinker with a proven track record of driving business results in a timely manner\nMasters degree or PhD in Statistics, Mathematics, Computer Science, Engineering or Economics or other quantitative discipline\nHands on experience leveraging machine learning techniques such as Gradient Boosting, Logistic Regression and Neural Network to solve real world problems\n7+ years of hands-on experience with data extraction, cleaning, analysis and building reusable data pipelines; Proficient in SQL, Spark SQL and/or Hive\n7+ years of experience in leveraging modern machine learning toolset and programming languages such as Python\nExcellent written and oral communication skills\nStrong stakeholder management and project management skills\nComfortable in a high-growth, fast-paced, agile environment\nExperience working with AWS EMR, Sage-maker or other cloud-based platforms is a plus\nExperience with HDFS, Hive, Shell script and other big data tools is a plus",Industry Type: FinTech / Payments,Department: Data Science & Analytics,"Employment Type: Full Time, Permanent","['python', 'ML model building', 'Credit Risk', 'sql', 'cloud']",2025-07-01 05:09:52
