title,company,experience,salary,locations,description,industry,department,employment_type,skills,scraped_at
AI/ML Expert,Samsung R&d Institute Bangalore,8 - 13 years,Not Disclosed,['Bengaluru'],"We are seeking a highly skilled and experienced Senior AI Researcher to develop cutting-edge research and development in Natural Language Processing (NLP), Deep Neural Networks (DNN), Small Language Models (SLM), and Retrieval-Augmented Generation (RAG). The ideal candidate will focus on advancing information retrieval and semantic search technologies, driving innovation in model design, and optimizing performance for real-world applications.\n\nKey Responsibilities\n\nModel Development: Design, develop, and implement state-of-the-art machine learning and DNN models to enhance information retrieval capabilities.\nData Management: Oversee the collection, cleaning, and preprocessing of datasets to ensure high-quality training data for DNN models.\nSystem Design: Develop scalable and efficient systems for deploying and managing NLP models, particularly for on-device applications.\nResearch and Innovation: Conduct research to address abstract problems in NLP, IR, and semantic search, leveraging advanced methodologies to identify and solve complex challenges.\nPerformance Optimization: Establish performance metrics, evaluate model effectiveness, and implement strategies to measure, manage, and maintain model performance.\nCollaboration: Work closely with cross-functional teams to align research efforts with business objectives and deliver impactful solutions.\n\nExpected Skills\n\nProven experience in NLP, DNN, SLM, and RAG, with a strong track record of developing innovative solutions.\nExpertise in Information Retrieval (IR) and semantic search technologies. Hands on experience with bi encoders, cross encoders, SFT, distillation. LoRA techniques.\nProficiency in TensorFlow and PyTorch for model development and deployment.\nIn-depth knowledge of advanced model architectures such as BERT, RoBERTa, and their optimization for specific use cases\nExperience with model compression techniques (e.g., pruning, quantization) for on-device deployment.\nKnowledge of distributed computing frameworks for large-scale model training and inference.\nResearch and Problem-Solving:\nNLP Advancements: Explore novel approaches to improve language understanding, generation, and retrieval capabilities in NLP models.\nSemantic Search: Develop advanced semantic search algorithms that enhance the relevance and accuracy of retrieved information.\nRetrieval-Augmented Generation: Investigate methods to integrate retrieval mechanisms with generative models for improved performance in tasks like question answering and summarization.\nOn-Device Deployment: Focus on optimizing models for on-device deployment, ensuring efficiency in terms of latency, memory usage, and computational resources.\n\nQualifications\n\nExperience: 6 to 15 years of experience in AI research, with a strong background in NLP, DNN, SLM, and IR.\nEducation: Advanced degree (Ph.D. is a plus) in Computer Science, Artificial Intelligence, or a related field.\nPublications: Track record of publishing research papers in top-tier conferences and journals in AI, NLP, or IR domains.\n\nImpact\n\nAs a Senior AI Researcher, you will play a pivotal role in shaping the future of NLP and information retrieval technologies. Your work will directly contribute to the development of intelligent systems that enable seamless and efficient information retrieval across various applications, driving innovation and delivering value to users worldwide.",Industry Type: Consumer Electronics & Appliances,Department: Data Science & Analytics,"Employment Type: Full Time, Permanent","['Artificial Intelligence', 'C++', 'NLP', 'Transformers', 'Machine Learning', 'Deep Learning', 'Python']",2025-07-02 05:56:21
Junior AI/ML Engineer,Karmaha Consulting,1 - 4 years,Not Disclosed,['Chennai'],"Role: Junior AI/ML Engineer\nLocation: Ambattur, Chennai(Onsite)\nFulltime Position\n\nJob Summary:\nWe are looking for an AI/ML Engineer to develop, optimize, and deploy machine learning models for real-world applications. You will work on end-to-end ML pipelines, collaborate with cross-functional teams, and apply AI techniques such as NLP, Computer Vision, and Time-Series Forecasting. This role offers opportunities to work on cutting-edge AI solutions while growing your expertise in model deployment and optimization.\n\nKey Responsibilities:\nDesign, build, and optimize machine learning models for various business applications.\nDevelop and maintain ML pipelines, including data preprocessing, feature engineering, and model training.\nWork with TensorFlow, PyTorch, Scikit-learn, and Keras for model development.\nDeploy ML models in cloud environments (AWS, Azure, GCP) and work with Docker/Kubernetes for containerization.\nPerform model evaluation, hyperparameter tuning, and performance optimization.\nCollaborate with data scientists, engineers, and product teams to deliver AI-driven solutions.\nStay up to date with the latest advancements in AI/ML and implement best practices.\nWrite clean, scalable, and well-documented code in Python or R.\n\nTechnical Skills:\nProgramming Languages: Proficiency in languages like Python. Python is particularly popular for developing ML models and AI algorithms due to its simplicity and extensive libraries like NumPy, Pandas, and Scikit-learn.\nMachine Learning Algorithms: Should have a deep understanding of supervised learning (linear regression, decision trees, SVM), unsupervised learning, and reinforcement learning.\nData Management and Analysis: Skills in data cleaning, feature engineering, and data transformation are crucial.\nDeep Learning: Familiarity with neural networks, CNNs, RNNs, and other architectures is important.\nMachine Learning Frameworks and Libraries: Experience with TensorFlow, PyTorch, Keras, or Scikit-learn is valuable.\nNatural Language Processing (NLP): Familiarity with NLP techniques like word2vec, sentiment analysis, and summarization can be beneficial.\nCloud Computing: Experience with cloud-based services like AWS SageMaker, Google Cloud AI Platform, or Microsoft Azure Machine Learning.\nData Preprocessing: Skills in handling missing data, data normalization, feature scaling, and data transformation.\nFeature Engineering: Ability to create new features from existing data to improve model performance.\nData Visualization: Familiarity with visualization tools like Matplotlib, Seaborn, Plotly, or Tableau.\nContainerization: Knowledge of containerization tools like Docker and Kubernetes.\nDatabases: Understanding of relational databases (e.g., MySQL) and NoSQL databases (e.g., MongoDB).\nData Warehousing: Familiarity with data warehousing concepts and tools like Amazon Redshift or Google BigQuery.\nComputer Vision: Understanding of computer vision concepts and techniques like object detection, segmentation, and image classification.",Industry Type: IT Services & Consulting,Department: Data Science & Analytics,"Employment Type: Full Time, Permanent","['docker prefered', 'PyTorch', 'model evaluation', 'machine learning models', 'cloud environments', 'Scikit-learn', 'and Keras', 'Ml Pipelines', 'TensorFlow']",2025-07-02 05:56:24
Data Scientist,Robert Bosch Engineering and Business Solutions Private Limited,4 - 6 years,Not Disclosed,['Bengaluru'],"Roles & Responsibilities :\n\n\nMachine Learning & Data Science:\nDevelop and implement advanced statistical models, predictive analytics, and optimization frameworks .\nResearch, develop, and apply ML, Deep Learning, and AI techniques on large datasets.\nConduct exploratory data analysis (EDA) and apply feature engineering techniques.\nOptimize and tune ML models for performance, scalability, and accuracy.\nLarge Language Models (LLMs) & NLP:\nFine-tune and customize LLMs (GPT, LLaMA, Falcon, etc. ) for enterprise use cases.\nImplement Retrieval Augmented Generation (RAG) pipelines for chatbots and knowledge retrieval.\nWork with vector databases for semantic search .\nDeploy LLM-powered applications for document summarization, sentiment analysis, and automation .\nAI & Data-Driven Business Insights:\nTranslate complex AI/ML models into actionable business insights .\nPartner with stakeholders to define data requirements and ensure the right data is captured .\nDevelop proof-of-concept solutions demonstrating AI and ML capabilities.\nDeployment & MLOps:\nDeploy AI/ML models using cloud technologies (Azure, AWS, GCP) .\nWork with Docker, Kubernetes, and CI/CD pipelines for scalable ML deployment.\nContinuous Learning & Innovation:\nStay updated with the latest trends in AI, LLMs, GenAI, and cloud-based ML platforms .",Industry Type: Automobile,Department: Data Science & Analytics,"Employment Type: Full Time, Permanent","['Automation', 'Data analysis', 'NoSQL', 'data science', 'GCP', 'Machine learning', 'Cloud', 'Workflow', 'SQL', 'Python']",2025-07-02 05:56:27
Data Scientist,Tesco,1 - 3 years,Not Disclosed,['Bengaluru( Whitefield )'],"Job Summary:\n\nEnable data driven decision making across the Tesco business globally by developing analytics solutions using a combination of math, tech and business knowledge\n\nRoles and Responsibilities:\n- Identifying operational improvements and finding solutions by applying CI tools and techniques\n- Responsible for completing tasks and transactions within agreed KPI's",,,,"['Data Science', 'Advanced Excel', 'Data Analytics', 'Python', 'SQL', 'Applied Mathematics', 'Machine Learning', 'Statistics']",2025-07-02 05:56:29
Ai Ml Engineer,Softility Tech Pvt. Ltd.,2 - 4 years,8-13 Lacs P.A.,['Hyderabad'],"Job Title: Junior Data Science Engineer\nAI/ML Experience Level: 1 to 2 years\nAbout the Role:\nWe're looking for sharp, curious, and motivated junior data science engineers to join our innovation-driven team. In this role, you'll work alongside experienced engineers, data scientists, and product teams to prototype cutting-edge solutions involving AI agents, large language models (LLMs), and unsupervised learning techniques.\nYou'll be exposed to end-to-end solution building from hypothesis to prototype to pilot in a collaborative, fast-paced environment where ideas move quickly from whiteboard to working system.\nWhat You’ll Do:\nPrototype AI agents using LLMs (e.g., OpenAI, Claude, Mistral, etc.)\nExplore and apply clustering and unsupervised learning methods (e.g., k-means, DBSCAN, topic modeling, dimensionality reduction)\nDevelop proof-of-concept solutions and experiment with ideas across different domains\nCollaborate with cross-functional teams including ML engineers, product managers, and senior data scientists\nAnalyze structured and unstructured data from various sources (APIs, databases, logs, documents, etc.)\nContinuously learn, test, and apply new advancements in the AI/ML space\nWhat We’re Looking For:\nStrong foundation in statistics, probability, and machine learning\nSolid understanding of unsupervised learning algorithms and their use cases\nHands-on experience with clustering, anomaly detection, or dimensionality reduction\nBasic familiarity with LLMs and prompt engineering\nProficiency in Python and libraries such as pandas, NumPy, scikit-learn, PyTorch, or TensorFlow\nFamiliarity with building prototypes using Jupyter, Streamlit, or similar\nGrowth mindset and a passion for experimentation and rapid learning\nNice to Have:\nExposure to AI agent frameworks (LangChain, AutoGen, CrewAI, etc.)\nExperience with API design or integration\nFamiliarity with cloud platforms (AWS/GCP/Azure)\nBackground in NLP, graph analysis, or time-series clustering",Industry Type: IT Services & Consulting,Department: Engineering - Software & QA,"Employment Type: Full Time, Permanent","['Large Language Model', 'Artificial Intelligence', 'Machine Learning', 'Deep Learning', 'Python', 'Aiml', 'LLM']",2025-07-02 05:56:31
AI / ML Engineer,Capgemini,2 - 5 years,Not Disclosed,"['Hyderabad', 'Pune', 'Bengaluru']","Your Role\nMust have experience with Machine Learning Model Development\nExpert Level Proficiency in Data Handling (SQL)\nHands-on with Model Engineering and Improvement\nStrong experience in Model Deployment and Productionlization\n\nYour Profile\nExtensive experience in developing and implementing machine learning, Deep Learning, NLP models across various domains,\nStrong proficiency in Python, including relevant libraries and frameworks for machine learning, such as scikit-learn, XGBoost and Keras. Ability to write efficient, clean, and scalable code for model development and evaluation.\nProven experience in enhancing model accuracy through engineering techniques, such as feature engineering, feature selection, and data augmentation. Ability to analyze model samples in relation to model scores, identify patterns, and iteratively refine models for improved performance.\nStrong expertise in deploying machine learning models to production systems. Familiarity with the end-to-end process of model deployment, including data preprocessing, model training, optimization, and integration into production environments.\n\nWhat you will love about working here\nWe recognise the significance of flexible work arrangements to provide support in hybrid mode, you will get an environment to maintain healthy work life balance\nOur focus will be your career growth & professional development to support you in exploring the world of opportunities.\nEquip yourself with valuable certifications & training programmes in the latest technologies such as AIML, Machine Learning\nThe role is applicable for women candidates only.\n\nD&I Disclaimer:\nWe are committed to fostering a diverse and inclusive workplace that values and celebrates differences.\nWe believe that diversity in all its forms enriches our organization, promotes innovation, and drives success. We are dedicated to providing equal opportunities for all individuals, regardless of discrimination of any kind, including but not limited to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, disability, age, neurodiversity, or veteran status. Our commitment extends to embracing all forms of diversity.\nWe actively encourage candidates from diverse backgrounds to apply and join us in shaping a more inclusive future together",Industry Type: IT Services & Consulting,Department: Data Science & Analytics,"Employment Type: Full Time, Permanent","['python', 'deploying models', 'machine learning', 'model development', 'data handling', 'algorithms', 'natural language processing', 'scikit-learn', 'aiml', 'artificial intelligence', 'sql', 'deep learning', 'tensorflow', 'data science', 'design patterns', 'computer vision', 'keras', 'xgboost', 'ml']",2025-07-02 05:56:34
data analyst,Target,1 - 6 years,Not Disclosed,['Bengaluru'],"Working at Target means helping all families discover the joy of everyday life. We bring that vision to life through our values and culture. Learn more about Target here.\n\nInsert Pyramid & Team Overviews\n\nAdd paragraph describing the scope of work\n\nAbout you:\nFour-year degree or equivalent experience\n1+ year as a Data Analyst with strong academic performance in a quantitative field; or strong equivalent experience [add any specific analyst experience needed here]\nIntermediate SQL experience writing complex queries\nSolid problem solving, analytical skills, data curiosity, data mining, Data creation and consolidation\nSupport conclusions with a clear, understandable story that leverages descriptive statistics, basic inferential statistics, and data visualizations\nWillingness to ask questions about business objectives and the measurement needs for a project workstream, and be able to measure objectives & key results\nExcellent communication skills with the ability to speak to both business and technical teams, and translate ideas between them\nKnowledge of AB Testing methods, time series, S&OP planning, Forecasting models including statistical analysis\nExperience in analytics tools such asSQL, Excel, Hadoop, Hive, Spark, Python, R, Domo, Adobe Analytics (or Google Analytics) and/or equivalent technologies\n\n",Industry Type: IT Services & Consulting,Department: Data Science & Analytics,"Employment Type: Full Time, Permanent","['hive', 'python', 'data mining', 'spark', 'hadoop', 'domo', 'adobe analytics', 'data analysis', 'data analytics', 'forecasting', 'time series', 'machine learning', 'sql', 'technical hiring', 'r', 'quantitative', 'advanced excel', 'predictive modeling', 'google analytics', 'data visualization', 'statistics']",2025-07-02 05:56:36
AI / ML Engineer,Barrierbreak Solutions,3 years,Not Disclosed,"['Mumbai Suburban', 'Navi Mumbai', 'Mumbai (All Areas)']","Role & responsibilities:\nStrong understanding of Python data types and Object-oriented programming.\nUnderstanding of the Machine Learning algorithms. (Supervised, Semi-supervised and unsupervised)\nUnderstanding different integrations touch points in ML delivery.\nShould anchor Pilot/MVP/Production Machine learning use case delivery for deployments on cloud as well as open source.\nFamiliar with computer vision and NLP.\nMine & analyze the data using state of the arts methods.\nDevelop and implement custom data models and algorithms to apply to datasets.\nCollaborative mindset with strong verbal and written communication skills.\nExperience to work in Agile and DevOps processes.\nOpen to learn newer technologies.\n\n\nPreferred candidate profile:\n\nMust know Machine Learning\nMinimum 1 to 2 years of experience is required",Industry Type: IT Services & Consulting,Department: Engineering - Software & QA,"Employment Type: Full Time, Permanent","['Artificial Intelligence', 'Computer Vision', 'Python']",2025-07-02 05:56:38
Data Scientist,Optum,3 - 7 years,Not Disclosed,['Noida'],"Optum is a global organization that delivers care, aided by technology to help millions of people live healthier lives. The work you do with our team will directly improve health outcomes by connecting people with the care, pharmacy benefits, data and resources they need to feel their best. Here, you will find a culture guided by inclusion, talented peers, comprehensive benefits and career development opportunities. Come make an impact on the communities we serve as you help us advance health optimization on a global scale. Join us to start  Caring. Connecting. Growing together.  \n\nAt Optum AI, we leverage data and resources to make a significant impact on the healthcare system. Our solutions have the potential to improve healthcare for everyone. We work on cutting-edge projects involving ML, NLP, and LLM techniques, continuously developing and improving generative AI methods for structured and unstructured healthcare data. Our team collaborates with world-class experts and top universities to develop innovative AI/ML solutions, often leading to patents and published papers.\n\n \n\n \n\n \n\nAt UnitedHealth Group, our mission is to help people live healthier lives and make the health system work better for everyone. We believe everyone-of every race, gender, sexuality, age, location and income-deserves the opportunity to live their healthiest life. Today, however, there are still far too many barriers to good health which are disproportionately experienced by people of color, historically marginalized groups and those with lower incomes. We are committed to mitigating our impact on the environment and enabling and delivering equitable care that addresses health disparities and improves health outcomes an enterprise priority reflected in our mission.\n\n#njp\n#SStech\n#SSF&A",,,,"['python', 'scikit-learn', 'numpy', 'machine learning', 'tensorflow', 'natural language processing', 'supervised learning', 'data processing', 'predictive', 'pyspark', 'microsoft azure', 'sql', 'pandas', 'deep learning', 'git', 'data science', 'gcp', 'pytorch', 'model development', 'aws', 'flask', 'ml']",2025-07-02 05:56:41
TELUS Digital is Hiring Apprentice For Annotation Analyst @Gandhinagar,TELUS International,0 - 1 years,2.5-3 Lacs P.A.,['Gandhinagar'],"Job Title- Annotation Analyst (1- Year Apprenticeship Program)\nLocation: Gandhinagar, Ahmedabad\nDepartment: Data Operations\nContract Type: Apprenticeship (1 Year, Full-Time)\nStipend: 2,50,00 Per Annum\nStart Date: 29th July 2025\n\nJob Description:",,,,"['Freshers', 'Data Labeling', 'CAD', 'Aiml', 'Non Voice', 'Data Annotation', 'Annotation']",2025-07-02 05:56:43
AIML Engineer,Wintech Services,1 - 5 years,Not Disclosed,['Hyderabad'],"Fresher or 3+ years of experience in AI/ML development with a focus on Generative AI and LLMs.\nDesign, develop, and implement AI/ML models, including Generative AI and LLM-based\nsolutions.",Industry Type: IT Services & Consulting,Department: Data Science & Analytics,"Employment Type: Full Time, Permanent","['NLP', 'Aiml', 'LLM']",2025-07-02 05:56:45
Full Stack ML Engineer,Ford,1 - 5 years,Not Disclosed,['Chennai'],"Experience in SonarQube, CICD, Tekton, terraform, GCS, GCP Looker, Google cloud build, cloud run, Vertex AI, Airflow, TensorFlow, etc. ,\n\nExperience in Train, Build and Deploy ML, DL Models\n\nExperience in HuggingFace, Chainlit, React\n\nAbility to understand technical, functional, non-functional, security aspects of business requirements and delivering them end-to-end.\n\nAbility to adapt quickly with opensource products & tools to integrate with ML Platforms\n\nBuilding and deploying Models (Scikit learn, TensorFlow PyTorch, etc. )\n\nDeveloping and deploying On-Prem & Cloud environments\n\nKubernetes, Tekton, OpenShift, Terraform, Vertex AI\n\nExperience in LLM models like PaLM, GPT4, Mistral (open-source models),\n\nWork through the complete lifecycle of Gen AI model development, from training and testing to deployment and performance monitoring.\n\nDeveloping and maintaining AI pipelines with multimodalities like text, image, audio etc.\n\nHave implemented in real-world Chat bots or conversational agents at scale handling different data sources.\n\nExperience in developing Image generation/translation tools using any of the latent diffusion models like stable diffusion, Instruct pix2pix.\n\nExpertise in handling large scale structured and unstructured data.\n\nEfficiently handled large-scale generative AI datasets and outputs.\n\nFamiliarity in the use of Docker tools, pipenv/conda/poetry env\n\nComfort level in following Python project management best practices (use of cxzsetup. py, logging, pytests, relative module imports, sphinx docs, etc. , )\n\nFamiliarity in use of Github (clone, fetch, pull/push, raising issues and PR, etc. , )\n\nHigh familiarity in the use of DL theory/practices in NLP applications\n\nComfort level to code in Huggingface, LangChain, Chainlit, Tensorflow and/or Pytorch, Scikit-learn, Numpy and Pandas\n\nComfort level to use two/more of open source NLP modules like SpaCy, TorchText, fastai. text, farm-haystack, and others\n\nKnowledge in fundamental text data processing (like use of regex, token/word analysis, spelling correction/noise reduction in text, segmenting noisy unfamiliar sentences/phrases at right places, deriving insights from clustering, etc. , )\n\nHave implemented in real-world BERT/or other transformer fine-tuned models (Seq classification, NER or QA) from data preparation, model creation and inference till deployment\n\nUse of GCP services like BigQuery, Cloud function, Cloud run, Cloud Build, VertexAI,\n\nGood working knowledge on other open source packages to benchmark and derive summary\n\nExperience in using GPU/CPU of cloud and on-prem infrastructures\n\nSkillset to leverage cloud platform for Data Engineering, Big Data and ML needs.\n\nUse of Dockers (experience in experimental docker features, docker-compose, etc. , )\n\nFamiliarity with orchestration tools such as airflow, Kubeflow\n\nExperience in CI/CD, infrastructure as code tools like terraform etc.\n\nKubernetes or any other containerization tool with experience in Helm, Argoworkflow, etc. ,\n\nAbility to develop APIs with compliance, ethical, secure and safe AI tools.\n\nGood UI skills to visualize and build better applications using Gradio, Dash, Streamlit, React, Django, etc. ,\n\nDeeper understanding of javascript, css, angular, html, etc. , is a plus.\n\n\nBachelor s or Master s Degree in Computer Science, Engineering,\n\nHave undergone any modern NLP/LLM courses or participation in open competitions are added advantage.\n\n\nDesign NLP/LLM/GenAI applications/products by following robust coding practices,\n\nExplore SoTA models/techniques so that they can be applied for automotive industry usecases\n\nConduct ML experiments to train/infer models; if need be, build models that abide by memory & latency restrictions,\n\nDeploy REST APIs or a minimalistic UI for NLP applications using Docker and Kubernetes tools\n\nShowcase NLP/LLM/GenAI applications in the best way possible to users through web frameworks (Dash, Plotly, Streamlit, etc. , )\n\nConverge multibots into super apps using LLMs with multimodalities\n\nDevelop agentic workflow using Autogen, Agentbuilder, langgraph\n\nBuild modular AI/ML products that could be consumed at scale.",Industry Type: Auto Components,Department: Engineering - Software & QA,"Employment Type: Full Time, Permanent","['Computer science', 'Usage', 'Coding', 'GCP', 'Project management', 'Javascript', 'Workflow', 'Data processing', 'HTML', 'Automotive']",2025-07-02 05:56:47
Ml Engineer,Soul Ai,2 - 7 years,Not Disclosed,[],"To expedite your application, please apply via this link: https://tally.so/r/mBqrre\nAbout Us:\nSoul AI is a pioneering company founded by IIT Bombay and IIM Ahmedabad alumni, with a strong founding team from IITs, NITs, and BITS. We specialize in delivering high-quality human-curated data and AI-first scaled operations services. Based in San Francisco and Hyderabad, we are a fast-moving team on a mission to build AI for Good, driving innovation and societal impact.\nRole Overview:\nWe are seeking a skilled MLOps Engineer to join our clients project (Top Tier Consulting firm) and operationalize our machine learning workflows. You will work closely with data scientists, engineers, and product teams to design, deploy, monitor, and maintain scalable ML pipelines in production. The ideal candidate has a strong foundation in ML systems, DevOps principles, and cloud-native technologies.\nResponsibilities:\nDesign and build end-to-end ML pipelines including data ingestion, training, evaluation, deployment, and monitoring.\nDevelop and manage CI/CD workflows for ML models.\nBuild robust model serving solutions (REST/gRPC APIs, batch, streaming).\nCollaborate with data scientists to productionize notebooks and experiments into reproducible, scalable systems.\nImplement model versioning, experiment tracking, and performance monitoring tools.\nAutomate infrastructure provisioning using IaC tools like Terraform or CloudFormation.\nEnsure compliance with data governance, privacy, and security standards.\nProactively monitor model drift, data skew, and system failures in production environments.\nEnable real-time and batch inference pipelines as per use case needs.\nRequired Skills:\nSolid programming skills in Python; familiarity with ML frameworks (PyTorch, TensorFlow, Scikit-learn).\nExperience with Docker, Kubernetes, and container orchestration in production environments.\nStrong knowledge of CI/CD tools (GitHub Actions, Jenkins, GitLab CI) tailored to ML workflows.\nExperience with orchestration tools like Apache Airflow, Prefect, or Kubeflow Pipelines.\nHands-on experience with AWS cloud platform\nFamiliarity with model tracking and experiment management (MLflow, Weights & Biases).\nProficiency in logging/monitoring tools (Prometheus, Grafana, ELK.).\nUnderstanding of data versioning and reproducibility tools like DVC or LakeFS.\nExperience building and scaling ML workflows on cloud platforms like AWS (S3, SageMaker, Lambda)\nExperience with PySpark and distributed data processing\nFamiliarity with data pipeline orchestration (Airflow, Databricks workflows, etc.)\nNice to Have:\nExperience with feature stores (Feast, Tecton) and model registries.\nExposure to real-time inference using Kafka, Redis, or serverless architectures.\nKnowledge of explainability and fairness tools (SHAP, LIME, Fairlearn).\nFamiliarity with data observability platforms (WhyLabs, Arize AI).\nBackground in data engineering or backend development is a plus.\nEducational Qualifications:\nBachelors or Masters degree in Computer Science, Engineering, Data Science, or a related field.\nCertifications in cloud platforms or ML engineering are a bonus.",Industry Type: IT Services & Consulting,Department: Data Science & Analytics,"Employment Type: Full Time, Permanent","['Artificial Intelligence', 'Natural Language Processing', 'Machine Learning']",2025-07-02 05:56:49
Data Scientist,Wintech Services,2 - 7 years,15-30 Lacs P.A.,['Hyderabad'],"Looking for candidates from Premium institutes education background.\nHands on Exp with AI ML, Gen AI - LLM, NLP, Lang chain",Industry Type: IT Services & Consulting,Department: Engineering - Software & QA,"Employment Type: Full Time, Permanent","['Artificial Intelligence', 'Machine Learning', 'NLP', 'Natural Language Processing', 'LLM']",2025-07-02 05:56:51
Data Analyst,Target,26 - 31 years,Not Disclosed,['Bengaluru'],"As a Fortune 50 company with more than 400,000 team members worldwide, Target is an iconic brand and one of America's leading retailers. Joining Target means promoting a culture of mutual care and respect and striving to make the most meaningful and positive impact. Becoming a Target team member means joining a community that values different voices and lifts each other up. Here, we believe your unique perspective is important, and you'll build relationships by being authentic and respectful.\n\nOverview about TII At Target, we have a timeless purpose and a proven strategy. And that hasnt happened by accident. Some of the best minds from different backgrounds come together at Target to redefine retail in an inclusive learning environment that values people and delivers world-class outcomes. That winning formula is especially apparent in Bengaluru, where Target in India operates as a fully integrated part of Targets global team and has more than 4,000 team members supporting the companys global strategy and operations. Behind one of the worlds best loved brands is a uniquely capable and brilliant team of data scientists, engineers and analysts. The Target Data & Analytics team creates the tools and data products to sustainably educate and enable our business partners to make great data-based decisions at Target. We help develop the technology that personalizes the guest experience, from product recommendations to relevant ad content. Were also the source of the data and analytics behind Targets Internet of Things (iOT) applications, fraud detection, Supply Chain optimization and demand forecasting. We play a key role in identifying the test-and-measure or A/B test opportunities that continuously help Target improve the guest experience, whether they love to shop in stores or at Target.com.\n\nAbout the Role Join the Data Analytics (DA) team at TII across domains such as Marketing and Digital, Merchandising, Supply Chain and Logistics, Store Operations, Finance and more . Here you'll collaborate with business leaders to turn data into insights that drive strategic decisions. Youll be part of a fast-moving, high-impact environment focused on leveraging business intelligence and advanced analytics to solve real-world problems. This role combines technical expertise with business understanding to uncover and communicate actionable insights using cutting-edge statistical and analytical techniques.\n\nKey Responsibilities Partner with business teams to deliver data-driven insights and technology solutions Develop innovative analytics solutions to support strategic initiatives Use SQL and data visualization tools to analyze structured and unstructured data\n\nApply statistical models and machine learning techniques to measure business drivers Translate complex analysis into clear, actionable recommendations Continuously explore and adopt new tools, technologies, and methodologies\n\nQualifications\n\nEducation o Bachelors in Engineering (B.Tech/B.E.) or o Masters in Statistics, Econometrics, Mathematics, or a related field\n\nExperience o 26 years of total experience o 13 years of relevant hands-on analytics experience\n\nTechnical Skills Proficiency in SQL (joins, volatile tables, basic query optimization) Strong understanding of DW/BI concepts Experience with BI tools such as Tableau , Domo , MicroStrategy , or Qlik Programming experience in Python , R , or similar open-source technologies Knowledge of analytical techniques regression , time-series analysis , classification , etc. Familiarity with databases Teradata , Oracle , Hive Exposure to big data tools and frameworks like Hadoop/HDFS Preferred Experience Domain knowledge in retail , merchandising , or marketing Ability to learn new tools and adapt to evolving business needs Strong problem-solving and decision-making capabilities Excellent communication and presentation skills Curiosity-driven, detail-oriented, and collaborative mindset Proficiency in Microsoft Office Suite\n\nUseful Links- Life at Target- https://india.target.com/ Benefits- https://india.target.com/life-at-target/workplace/benefits\n\nCulture- https://india.target.com/life-at-target/belonging\n\n",Industry Type: IT Services & Consulting,Department: Data Science & Analytics,"Employment Type: Full Time, Permanent","['presentation skills', 'microsoft office suite', 'sql', 'tableau', 'dw', 'hive', 'time series analysis', 'python', 'domo', 'oracle', 'data analytics', 'data analysis', 'bi', 'machine learning', 'business intelligence', 'microstrategy', 'r', 'hadoop', 'data visualization', 'big data', 'statistics']",2025-07-02 05:56:54
